pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,hwc
TOI-5398 c,TOI-5398,1,1,2,Transit,2023,4.77271,0.057,3.52,0.314,11.8,0.03713,Mass,0.14,,1242.0,G V,6000.0,1.05,1.15,0.09,[Fe/H],4.44,0.65,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,10.694,10.059,0
TOI-540 b,TOI-540,1,1,1,Transit,2020,1.2391491,0.01223,0.903,0.081,,,,0.0,23.4,611.0,M V,3216.0,0.19,0.16,,,,1.1,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022,15.96,14.823,0
TOI-544 b,TOI-544,1,1,2,Transit,2022,1.548352,0.0225,2.018,0.18,2.89,0.00909,Mass,0.0,,999.0,,4169.0,0.62,0.63,-0.17,[Fe/H],4.68,9.0,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166,11.889,10.777,0
TOI-544 c,TOI-544,1,1,2,Radial Velocity,2023,50.089,,,,21.5,0.06765,Msini,0.32,,,,4169.0,0.62,0.63,-0.17,[Fe/H],4.68,9.0,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166,11.889,10.777,0
TOI-5542 b,TOI-5542,1,1,1,Transit,2022,75.12375,0.332,11.31,1.009,419.5335,1.32,Mass,0.018,9.6,441.0,G3 V,5700.0,1.06,0.89,-0.21,[Fe/H],4.2,10.8,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.849,12.918,12.42,0
TOI-558 b,TOI-558,1,1,1,Transit,2021,14.574071,0.1291,12.173,1.086,1147.36055,3.61,Mass,0.298,,1061.0,F V,6466.0,1.5,1.35,-0.004,[Fe/H],4.22,1.79,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63,11.9,11.233,0
TOI-559 b,TOI-559,1,1,1,Transit,2021,6.9839095,0.0723,12.229,1.091,1910.14873,6.01,Mass,0.151,,1180.0,G V,5925.0,1.23,1.03,-0.069,[Fe/H],4.27,6.8,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.266,11.669,11.091,0
TOI-561 b,TOI-561,1,1,4,Transit,2020,0.4465688,0.0106,1.425,0.127,2.0,0.00629,Mass,0.0,4745.0,2310.0,G9 V,5372.0,0.84,0.81,-0.4,[Fe/H],4.5,11.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,10.965,10.252,0
TOI-561 c,TOI-561,1,1,4,Transit,2020,10.778831,0.0884,2.91,0.26,5.39,0.01696,Mass,0.03,68.2,800.0,G9 V,5372.0,0.84,0.81,-0.4,[Fe/H],4.5,11.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,10.965,10.252,0
TOI-561 d,TOI-561,1,1,4,Transit,2020,25.7124,0.158,2.82,0.252,13.2,0.04153,Mass,0.122,21.4,598.0,G9 V,5372.0,0.84,0.81,-0.4,[Fe/H],4.5,11.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,10.965,10.252,0
TOI-561 e,TOI-561,1,1,4,Transit,2020,77.03,0.328,2.55,0.227,12.6,0.03964,Mass,0.079,4.96,415.0,G9 V,5372.0,0.84,0.81,-0.4,[Fe/H],4.5,11.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,10.965,10.252,0
TOI-564 b,TOI-564,1,1,1,Transit,2020,1.651144,0.02734,11.433,1.02,464.98529,1.463,Mass,0.072,1423.0,1714.0,,5640.0,1.09,1.0,0.143,[Fe/H],4.36,7.3,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.581,11.789,11.097,0
TOI-5678 b,TOI-5678,1,1,1,Transit,2023,47.73022,0.249,4.91,0.438,20.0,0.06293,Mass,0.14,,513.0,G7 V,5485.0,0.94,0.91,0.0,[Fe/H],4.34,8.5,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.393,12.031,11.438,0
TOI-5704 b,TOI-5704,1,1,1,Transit,2023,3.771116,,3.227,0.288,,,,,,949.0,,4590.0,0.76,0.73,0.428,[Fe/H],4.54,,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.637,13.172,11.529,0
TOI-5803 b,TOI-5803,1,1,1,Transit,2023,5.38305,,3.273,0.292,,,,,,679.0,,5134.0,0.76,0.87,,,4.61,,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,84.0126,11.516,10.655,0
TOI-615 b,TOI-615,1,1,1,Transit,2023,4.6615983,0.0678,18.977,1.693,138.25536,0.435,Mass,0.39,1286.0,1666.0,F2 V,6850.0,1.73,1.45,-0.1,[Fe/H],4.2,1.7,08h53m38.09s,133.4086892,-40d32m37.32s,-40.543701,360.408,11.111,10.825,0
TOI-620 b,TOI-620,1,1,1,Transit,2022,5.0988179,0.04825,3.76,0.335,,,,0.22,20.8,604.0,M2.5 V,3708.0,0.55,0.58,0.35,[Fe/H],4.72,7.2,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.0231,13.688,12.262,0
TOI-622 b,TOI-622,1,1,1,Transit,2023,6.402513,0.0708,9.236,0.824,96.30201,0.303,Mass,0.42,602.0,1388.0,F6 V,6400.0,1.42,1.31,0.09,[Fe/H],4.2,0.9,08h21m13.21s,125.3050544,-46d29m03.47s,-46.4842959,123.297,9.472,8.995,0
TOI-628 b,TOI-628,1,1,1,Transit,2021,3.4095675,0.0486,11.882,1.06,2011.8639,6.33,Mass,0.072,,1586.0,,6250.0,1.34,1.31,0.258,[Fe/H],4.3,1.28,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.68,10.666,10.112,0
TOI-640 b,TOI-640,1,1,1,Transit,2021,5.0037775,0.06608,19.851,1.771,279.6904,0.88,Mass,0.05,,1749.0,,6460.0,2.08,1.54,0.072,[Fe/H],3.99,1.99,06h38m56.30s,99.7345935,-36d38m46.07s,-36.64613,341.997,11.062,10.51,0
TOI-672 b,TOI-672,1,1,1,Transit,2023,3.633575,,5.26,0.469,,,,,,676.0,,3765.0,0.54,0.54,-0.71,[Fe/H],4.7,,11h11m57.81s,167.9908627,-39d19m41.21s,-39.3281151,66.9071,15.094,13.576,0
TOI-674 b,TOI-674,1,1,1,Transit,2021,1.977143,0.025,5.25,0.468,23.6,0.07425,Mass,0.0,38.4,635.0,M2 V,3514.0,0.42,0.42,0.17,[Fe/H],4.81,,10h58m20.77s,164.5865592,-36d51m29.19s,-36.8581092,46.0851,15.742,14.203,0
TOI-677 b,TOI-677,1,1,1,Transit,2020,11.2366,0.1038,13.115,1.17,392.83788,1.236,Mass,0.435,,1252.0,F8,6295.0,1.28,1.18,0.0,[Fe/H],4.29,2.92,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,141.812,10.35,9.822,0
TOI-700 b,TOI-700,1,1,4,Transit,2020,9.977219,0.0677,0.914,0.082,,,,0.075,4.98,,M2.5 V,3459.0,0.42,0.41,-0.07,[Fe/H],4.81,,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,14.55,13.151,0
TOI-700 c,TOI-700,1,1,4,Transit,2020,16.051137,0.0929,2.6,0.232,,,,0.068,2.64,,M2.5 V,3459.0,0.42,0.41,-0.07,[Fe/H],4.81,,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,14.55,13.151,0
TOI-700 d,TOI-700,1,1,4,Transit,2020,37.42396,0.1633,1.073,0.096,,,,0.042,0.85,,M2.5 V,3459.0,0.42,0.41,-0.07,[Fe/H],4.81,,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,14.55,13.151,1
TOI-700 e,TOI-700,1,1,4,Transit,2023,27.80978,0.134,0.953,0.085,,,,0.059,1.27,,M2.5 V,3459.0,0.42,0.41,-0.07,[Fe/H],4.81,,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,14.55,13.151,1
TOI-712 b,TOI-712,1,1,3,Transit,2022,9.531361,0.07928,2.049,0.183,,,,0.54,22.6,650.0,K4.5 V,4622.0,0.67,0.73,-0.02,[Fe/H],4.64,0.83,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212,12.103,10.838,0
TOI-712 c,TOI-712,1,1,3,Transit,2022,51.69906,0.2447,2.701,0.241,,,,0.089,3.08,370.0,K4.5 V,4622.0,0.67,0.73,-0.02,[Fe/H],4.64,0.83,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212,12.103,10.838,0
TOI-712 d,TOI-712,1,1,3,Transit,2022,84.8396,0.3405,2.474,0.221,,,,0.073,1.6,314.0,K4.5 V,4622.0,0.67,0.73,-0.02,[Fe/H],4.64,0.83,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212,12.103,10.838,0
TOI-715 b,TOI-715,1,1,1,Transit,2023,19.288004,0.083,1.55,0.138,,,,,0.67,234.0,M4,3075.0,0.24,0.23,-0.25,[Fe/H],5.0,6.2,07h35m24.56s,113.8523276,-73d34m38.67s,-73.5774089,42.4048,18.137,16.683,1
TOI-733 b,TOI-733,1,1,1,Transit,2023,4.884765,0.0618,1.992,0.178,5.72,0.018,Mass,0.046,207.1,1056.0,G,5585.0,0.95,0.96,-0.04,[Fe/H],4.47,4.4,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,10.178,9.44,0
TOI-763 b,TOI-763,1,1,2,Transit,2020,5.6057,0.06,2.28,0.203,9.79,0.0308,Mass,0.04,,1038.0,G,5450.0,0.9,0.92,0.01,[Fe/H],4.45,,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,10.855,10.265,0
TOI-763 c,TOI-763,1,1,2,Transit,2020,12.2737,0.1011,2.63,0.235,9.32,0.02932,Mass,0.04,,800.0,G,5450.0,0.9,0.92,0.01,[Fe/H],4.45,,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,10.855,10.265,0
TOI-776 b,TOI-776,1,1,2,Transit,2020,8.24661,0.0652,1.85,0.165,4.0,0.01259,Mass,0.06,11.5,514.0,M1 V,3709.0,0.54,0.54,-0.2,[Fe/H],4.73,7.8,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,13.041,11.536,0
TOI-776 c,TOI-776,1,1,2,Transit,2020,15.6653,0.1,2.02,0.18,5.3,0.01668,Mass,0.04,4.9,415.0,M1 V,3709.0,0.54,0.54,-0.2,[Fe/H],4.73,7.8,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,13.041,11.536,0
TOI-778 b,TOI-778,1,1,1,Transit,2023,4.633611,0.06,15.4,1.37,878.0,2.8,Mass,0.21,,1561.0,F3 V,6643.0,1.71,1.4,0.0,[m/H],4.05,1.95,13h17m20.12s,199.3338503,-15d16m25.34s,-15.2737046,161.743,9.507,9.109,0
TOI-784 b,HD 307842,1,1,1,Transit,2023,2.7970365,0.038,1.93,0.172,9.67,0.03043,Mass,0.0,,,G,5558.0,0.91,0.91,-0.13,[Fe/H],4.48,,10h37m21.89s,159.3412205,-63d39m20.49s,-63.6556923,64.5997,10.213,9.412,0
TOI-813 b,TOI-813,1,1,1,Transit,2020,83.8911,0.423,6.71,0.599,,,,0.0,23.1,610.0,G0 IV,5907.0,1.94,1.32,0.1,[Fe/H],3.86,3.73,04h50m46.56s,72.6940102,-60d54m19.66s,-60.9054608,263.145,11.036,10.358,0
TOI-824 b,TOI-824,1,1,1,Transit,2020,1.392978,0.02177,2.926,0.261,18.467,0.0581,Mass,,412.0,1253.0,K4 V,4600.0,0.69,0.71,-0.092,[Fe/H],4.61,7.5,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262,12.101,11.314,0
TOI-833 b,TOI-833,1,1,1,Transit,2022,1.0418777,0.0171,1.27,0.113,,,,,,1118.0,,3920.0,0.6,0.61,,,4.67,,09h42m34.91s,145.645472,-62d28m33.19s,-62.4758857,41.7148,14.124,11.724,0
TOI-836 b,TOI-836,1,1,2,Transit,2023,3.81673,0.0422,1.704,0.152,4.53,0.01425,Mass,0.053,78.84,871.0,K V,4552.0,0.67,0.68,-0.284,[Fe/H],4.74,5.4,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,11.138,9.92,0
TOI-836 c,TOI-836,1,1,2,Transit,2023,8.59545,0.075,2.587,0.231,9.6,0.0302,Mass,0.078,26.71,665.0,K V,4552.0,0.67,0.68,-0.284,[Fe/H],4.74,5.4,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,11.138,9.92,0
TOI-837 b,TOI-837,1,1,1,Transit,2020,8.3248762,,8.631,0.77,381.396,1.2,Msini,0.0,,,G0/F9 V,6047.0,1.02,1.12,-0.069,[Fe/H[,4.47,0.035,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.488,11.119,10.635,0
TOI-849 b,TOI-849,1,1,1,Transit,2020,0.76552414,0.01598,3.444,0.307,39.09,0.12299,Mass,0.0,,,G,5373.8,0.92,0.93,0.19,[Fe/H],4.48,6.7,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.734,12.842,11.981,0
TOI-858 B b,TOI-858 B,1,2,1,Transit,2023,3.2797178,0.04435,14.067,1.255,349.61125,1.1,Mass,0.15,908.9,1529.0,G0,5842.0,1.31,1.08,0.153,[Fe/H],4.24,6.8,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,250.489,,11.183,0
TOI-892 b,TOI-892,1,1,1,Transit,2020,10.62656,0.092,11.994,1.07,301.9385,0.95,Mass,0.125,,1397.0,F,6261.0,1.39,1.28,0.24,[Fe/H],4.26,2.2,05h46m57.17s,86.738228,-11d14m07.22s,-11.2353401,340.543,11.996,11.43,0
TOI-905 b,TOI-905,1,1,1,Transit,2020,3.739494,0.04666,13.126,1.171,211.99261,0.667,Mass,0.024,337.0,1192.0,,5570.0,0.92,0.97,0.14,[Fe/H],4.5,3.4,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.649,12.088,11.08,0
TOI-908 b,TOI-908,1,1,1,Transit,2023,3.183792,0.041657,3.186,0.284,16.137,0.05077,Mass,0.132,80.88,1317.0,G V,5626.0,1.03,0.95,0.08,[Fe/H],4.45,4.6,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,175.748,12.005,11.316,0
TOI-913 b,TOI-913,1,1,1,Transit,2023,11.098644,,2.453,0.219,,,,,,712.0,,4969.0,0.73,0.82,-0.133,[Fe/H],4.62,,15h38m17.36s,234.5723244,-80d48m12.34s,-80.8034265,65.1769,11.344,10.452,0
TOI-942 b,TOI-942,1,3,2,Transit,2020,4.32421,0.04866,3.89,0.347,,,,0.34,,,,,0.89,0.82,,,,0.053,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.601,12.783,11.982,0
TOI-942 c,TOI-942,1,3,2,Transit,2020,10.156272,0.08598,4.67,0.417,,,,0.32,,,,,0.89,0.82,,,,0.053,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.601,12.783,11.982,0
TOI-954 b,TOI-954,1,1,1,Transit,2020,3.6849729,0.04963,9.55,0.852,55.30242,0.174,Mass,0.14,1393.0,1526.0,,5710.0,1.89,1.2,0.215,[Fe/H],3.96,6.14,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,238.768,11.153,10.343,0
TOI-969 b,TOI-969,1,1,2,Transit,2022,1.8237305,0.02636,2.765,0.247,9.1,0.02863,Mass,,188.0,941.0,K V,4435.0,0.67,0.73,0.175,[Fe/H],4.55,2.03,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,12.737,11.646,0
TOI-969 c,TOI-969,1,1,2,Radial Velocity,2022,1700.0,2.52,,,3591.461,11.3,Msini,0.628,0.02,96.0,K V,4435.0,0.67,0.73,0.175,[Fe/H],4.55,2.03,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,12.737,11.646,0
TRAPPIST-1 b,TRAPPIST-1,1,1,7,Transit,2016,1.510826,0.01154,1.116,0.1,1.374,0.00432,Mass,,4.15,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,0
TRAPPIST-1 c,TRAPPIST-1,1,1,7,Transit,2016,2.421937,0.0158,1.097,0.098,1.308,0.00412,Mass,,2.21,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,0
TRAPPIST-1 d,TRAPPIST-1,1,1,7,Transit,2016,4.049219,0.02227,0.788,0.07,0.388,0.00122,Mass,,1.11,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,1
TRAPPIST-1 e,TRAPPIST-1,1,1,7,Transit,2017,6.101013,0.02925,0.92,0.082,0.692,0.00218,Mass,,0.65,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,1
TRAPPIST-1 f,TRAPPIST-1,1,1,7,Transit,2017,9.20754,0.03849,1.045,0.093,1.039,0.00327,Mass,,0.37,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,1
TRAPPIST-1 g,TRAPPIST-1,1,1,7,Transit,2017,12.352446,0.04683,1.129,0.101,1.321,0.00416,Mass,,0.25,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,1
TRAPPIST-1 h,TRAPPIST-1,1,1,7,Transit,2017,18.772866,0.06189,0.755,0.067,0.326,0.00103,Mass,,0.14,,,2566.0,0.12,0.09,,,5.24,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,17.02,0
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,1,Radial Velocity,2021,193.2,0.66,,,1938.763,6.1,Msini,0.08,,,,4679.0,9.99,1.04,-0.38,[Fe/H],2.49,,18h05m21.52s,271.3396528,+02d03m44.20s,2.0622774,613.422,11.483,10.247,0
TYC 1422-614-1 b,TYC 1422-614-1,1,1,2,Radial Velocity,2014,198.4,0.69,,,794.5,2.5,Msini,0.06,,,,4806.0,6.85,1.15,-0.2,[Fe/H],2.85,5.89,10h17m06.67s,154.2777769,+19d33m30.26s,19.5584068,672.41,11.259,10.193,0
TYC 1422-614-1 c,TYC 1422-614-1,1,1,2,Radial Velocity,2014,559.3,1.37,,,3178.0,10.0,Msini,0.048,,,,4806.0,6.85,1.15,-0.2,[Fe/H],2.85,5.89,10h17m06.67s,154.2777769,+19d33m30.26s,19.5584068,672.41,11.259,10.193,0
TYC 2187-512-1 b,TYC 2187-512-1,1,1,1,Radial Velocity,2022,691.9,1.22,,,104.88337,0.33,Msini,0.05,,,M1.0 V,3734.0,0.49,0.5,0.08,[Fe/H],4.68,,21h22m06.40s,320.5266829,+22d55m54.97s,22.9319351,15.4744,12.366,10.58,0
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,1,Radial Velocity,2018,562.0,1.414,,,1086.9786,3.42,Msini,0.098,,,,4776.0,5.9,1.19,-0.06,[Fe/H],2.97,,03h02m19.82s,45.5825716,+49d44m38.91s,49.7441421,490.61,11.135,9.901,0
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,1,Radial Velocity,2016,26.468,0.21,,,1716.282,5.4,Msini,0.036,,1350.0,,5130.0,6.26,1.87,-0.08,[Fe/H],3.11,1.35,00h51m33.02s,12.8875757,+58d25m34.13s,58.4261485,477.516,10.862,9.856,0
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,1,Radial Velocity,2017,101.54,0.422,,,3426.2074,10.78,Msini,0.28,,,,4300.0,16.21,0.97,-0.07,[Fe/H],2.0,10.1,22h55m29.30s,343.8721029,+62d14m21.09s,62.2391907,464.128,11.746,10.465,0
TYC 8998-760-1 b,TYC 8998-760-1,1,1,2,Imaging,2020,,162.0,,,4449.62,14.0,Mass,,,,K3 IV,4573.0,,1.0,,,,0.017,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177,11.958,11.124,0
TYC 8998-760-1 c,TYC 8998-760-1,1,1,2,Imaging,2020,,320.0,12.33,1.1,1906.98,6.0,Mass,,,1240.0,,,,1.0,,,,0.017,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177,11.958,11.124,0
Teegarden's Star b,Teegarden's Star,1,1,2,Radial Velocity,2019,4.91,0.0252,,,1.05,0.0033,Msini,0.0,1.15,,M7.0 V,2904.0,0.11,0.09,-0.19,[Fe/H],,8.0,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,,15.13,1
Teegarden's Star c,Teegarden's Star,1,1,2,Radial Velocity,2019,11.409,0.0443,,,1.11,0.00349,Msini,0.0,0.37,,M7.0 V,2904.0,0.11,0.09,-0.19,[Fe/H],,8.0,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,,15.13,1
TrES-1 b,TrES-1,1,2,1,Transit,2004,3.03007,,12.666,1.13,266.9772,0.84,Mass,0.0,,,,5230.0,0.85,1.04,0.02,[Fe/H],4.57,,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,159.658,12.352,11.424,0
TrES-2 b,TrES-2,1,2,1,Transit,2006,2.47063,,15.244,1.36,473.5667,1.49,Mass,0.0,,,,5850.0,1.12,1.36,-0.15,[Fe/H],4.43,,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.32,11.855,11.254,0
TrES-3 b,TrES-3,1,1,1,Transit,2007,1.30618581,0.02282,14.975,1.336,607.03,1.91,Mass,0.0,,,,5650.0,0.83,0.93,-0.19,[Fe/H],4.4,0.9,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.337,12.987,12.362,0
TrES-4 b,TrES-4,1,2,1,Transit,2007,3.55395,,18.046,1.61,247.9074,0.78,Mass,0.0,,,,6200.0,1.66,1.08,0.14,[Fe/H],4.06,,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.98,12.348,11.932,0
TrES-5 b,TrES-5,1,1,1,Transit,2011,1.48224686,0.02459,13.384,1.194,568.9157,1.79,Mass,,,1480.0,,5171.0,0.87,0.9,0.2,[Fe/H],4.52,,20h20m53.27s,305.2219454,+59d26m56.05s,59.4489033,360.313,14.407,13.677,0
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,1,Microlensing,2018,,4.18,,,407.0,1.28,Mass,,,,,,,0.81,,,,,17h46m36.98s,266.654083,-29d12m40.9s,-29.2113609,6300.0,,,0
USco CTIO 108 b,USco CTIO 108,1,1,1,Imaging,2008,,670.0,,,4449.62,14.0,Mass,,,,M7,2700.0,,0.06,,,,0.003,16h05m54.06s,241.4752653,-18d18m44.70s,-18.3124167,144.019,21.084,,0
USco1556 b,USco1556 A,1,1,1,Imaging,2019,,3500.0,,,4767.45,15.0,Mass,,,2240.0,M3.0 V,3410.0,,0.33,,,,0.007,15h56m24.89s,239.1037198,-25d41m20.57s,-25.6890476,140.635,16.978,15.36,0
USco1621 b,USco1621 A,1,1,1,Imaging,2019,,2880.0,,,5085.28,16.0,Mass,,,2270.0,M2.5 V,3460.0,,0.36,,,,0.007,16h21m29.54s,245.3730855,-25d29m43.54s,-25.4954265,137.901,17.343,15.543,0
UZ For b,UZ For,1,2,2,Eclipse Timing Variations,2011,5840.0,5.9,,,2002.2,6.3,Mass,0.04,,,,,,0.7,,,,,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857,,18.736,16.7753,0
UZ For c,UZ For,1,2,2,Eclipse Timing Variations,2011,1916.25,2.8,,,2447.2,7.7,Mass,0.05,,,,,,0.7,,,,,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857,,18.736,16.7753,0
V0391 Peg b,V0391 Peg,1,1,1,Pulsation Timing Variations,2007,1170.0,1.7,,,1017.056,3.2,Msini,0.0,,,,29300.0,0.23,0.5,,,5.4,10.0,22h04m12.10s,331.0504119,+26d25m07.76s,26.4188227,1195.98,14.407,14.769,0
V1298 Tau b,V1298 Tau,1,3,4,Transit,2019,24.1396,0.1688,10.27,0.916,,,,0.29,35.0,677.0,,,1.34,1.1,,,,0.023,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,108.199,11.114,10.115,0
V1298 Tau c,V1298 Tau,1,3,4,Transit,2019,8.24958,0.0825,5.59,0.499,,,,0.43,146.0,968.0,,,1.34,1.1,,,,0.023,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,108.199,11.114,10.115,0
V1298 Tau d,V1298 Tau,1,3,4,Transit,2019,12.4032,0.1083,6.41,0.572,,,,0.21,85.0,845.0,,,1.34,1.1,,,,0.023,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,108.199,11.114,10.115,0
V1298 Tau e,V1298 Tau,1,3,4,Transit,2019,60.0,0.308,8.74,0.78,,,,0.57,10.0,492.0,,,1.34,1.1,,,,0.023,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,108.199,11.114,10.115,0
V830 Tau b,V830 Tau,1,1,1,Radial Velocity,2016,4.927,0.057,,,222.481,0.7,Mass,,,,,4250.0,2.0,1.0,,,,0.002,04h33m10.04s,68.2918259,+24d33m42.93s,24.5619241,130.111,13.69,12.23,0
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,2,1,Imaging,2015,5800000.0,350.0,13.675,1.22,5085.25451,16.0,Mass,0.68,,1194.0,,,,,,,,0.14,12h56m02.15s,194.008964,-12d57m21.71s,-12.956031,,,17.73,0
WASP-1 b,WASP-1,1,2,1,Transit,2007,2.5199454,0.03889,16.623,1.483,271.415,0.854,Mass,0.0,,,,,1.47,1.24,,,,3.4,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.072,12.063,11.308,0
WASP-10 b,WASP-10,1,1,1,Transit,2008,3.0927616,0.03781,12.106,1.08,1001.12,3.15,Mass,,,1370.0,,4675.0,0.7,0.75,,,,,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.998,13.499,12.413,0
WASP-100 b,WASP-100,1,2,1,Transit,2014,2.84938,,14.908,1.33,400.4658,1.26,Mass,0.0,,,,6900.0,1.57,0.77,-0.03,[Fe/H],4.35,,04h35m50.36s,68.9598159,-64d01m37.34s,-64.027039,364.411,11.066,10.798,0
WASP-101 b,WASP-101,1,1,1,Transit,2014,3.58572,,16.029,1.43,162.0933,0.51,Mass,0.0,,,,6380.0,1.31,1.41,0.2,[Fe/H],4.31,,06h33m24.26s,98.3511016,-23d29m09.91s,-23.486086,201.224,10.783,10.336,0
WASP-103 b,WASP-103,1,1,1,Transit,2014,0.925542,0.01985,17.127,1.528,473.547,1.49,Mass,,,2508.0,F8 V,6110.0,1.44,1.22,0.06,[Fe/H],4.22,4.0,16h37m15.57s,249.3148604,+07d11m00.15s,7.1833758,375.647,12.979,12.402,0
WASP-104 b,WASP-104,1,2,1,Transit,2014,1.7554137,0.02918,12.745,1.137,404.263,1.272,Mass,0.0,,1516.0,G8,5475.0,0.96,1.08,0.32,[Fe/H],4.5,3.0,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,185.932,12.617,11.779,0
WASP-105 b,WASP-105,1,1,1,Transit,2017,7.87288,0.075,10.761,0.96,572.094,1.8,Mass,0.0,,900.0,K2,5070.0,0.9,0.89,0.28,[Fe/H],4.2,,01h36m40.29s,24.1678686,-50d39m33.51s,-50.659308,169.272,12.954,12.049,0
